Execution Time (s),CDF
0.20751690864562988,0.216
0.20783114433288574,0.218
0.20802092552185059,0.22
0.20815348625183105,0.222
0.2083125114440918,0.224
0.20888090133666992,0.226
0.20964670181274414,0.228
0.21024823188781738,0.23
0.2107539176940918,0.232
0.21087932586669922,0.234
0.21196413040161133,0.236
0.21205663681030273,0.238
0.21226716041564941,0.24
0.21285104751586914,0.242
0.21300172805786133,0.244
0.21312999725341797,0.246
0.21340274810791016,0.248
0.2141563892364502,0.25
0.21503090858459473,0.252
0.21511244773864746,0.254
0.21524500846862793,0.256
0.21631431579589844,0.258
0.21794748306274414,0.26
0.21997380256652832,0.262
0.22317767143249512,0.264
0.2273092269897461,0.266
0.2283644676208496,0.268
0.22939538955688477,0.27
0.22987604141235352,0.272
0.23037004470825195,0.274
0.23217344284057617,0.276
0.2326030731201172,0.278
0.23426294326782227,0.28
0.23589372634887695,0.282
0.23688125610351562,0.284
0.23820042610168457,0.286
0.23829936981201172,0.288
0.23932456970214844,0.29
0.23962616920471191,0.292
0.2399764060974121,0.294
0.2403578758239746,0.296
0.24042725563049316,0.298
0.2405545711517334,0.3
0.24058842658996582,0.302
0.24087977409362793,0.304
0.2410907745361328,0.306
0.24204325675964355,0.308
0.24217867851257324,0.31
0.24299120903015137,0.312
0.24383282661437988,0.314
0.2439119815826416,0.316
0.2445065975189209,0.318
0.24593281745910645,0.32
0.24594926834106445,0.322
0.24611568450927734,0.324
0.2463233470916748,0.326
0.24695849418640137,0.328
0.24782443046569824,0.33
0.24788618087768555,0.332
0.24919962882995605,0.334
0.2508358955383301,0.336
0.2514228820800781,0.338
0.2518315315246582,0.34
0.25191640853881836,0.342
0.25321221351623535,0.344
0.25676512718200684,0.346
0.25847506523132324,0.348
0.25980591773986816,0.35
0.26065945625305176,0.352
0.26278209686279297,0.354
0.2640383243560791,0.356
0.26427626609802246,0.358
0.26534032821655273,0.36
0.2653803825378418,0.362
0.26681065559387207,0.364
0.2669200897216797,0.366
0.2700498104095459,0.368
0.2710275650024414,0.37
0.27202701568603516,0.372
0.27258920669555664,0.374
0.27314090728759766,0.376
0.27364587783813477,0.378
0.27559399604797363,0.38
0.2757601737976074,0.382
0.27620697021484375,0.384
0.2772254943847656,0.386
0.27773332595825195,0.388
0.2787175178527832,0.39
0.27885890007019043,0.392
0.2793765068054199,0.394
0.2804992198944092,0.396
0.2807903289794922,0.398
0.28134608268737793,0.4
0.2813849449157715,0.402
0.2814915180206299,0.404
0.2820711135864258,0.406
0.28237152099609375,0.408
0.2826700210571289,0.41
0.28322744369506836,0.412
0.2839353084564209,0.414
0.2850797176361084,0.416
0.2857089042663574,0.418
0.287142276763916,0.42
0.28734660148620605,0.422
0.28861355781555176,0.424
0.2895700931549072,0.426
0.2900238037109375,0.428
0.2901425361633301,0.43
0.29052305221557617,0.432
0.2914738655090332,0.434
0.29204654693603516,0.436
0.2929534912109375,0.438
0.2929799556732178,0.44
0.29434657096862793,0.442
0.2956573963165283,0.444
0.2959015369415283,0.446
0.2964305877685547,0.448
0.29645848274230957,0.45
0.297135591506958,0.452
0.2989842891693115,0.454
0.29930615425109863,0.456
0.3001582622528076,0.458
0.300382137298584,0.46
0.30117201805114746,0.462
0.3032968044281006,0.464
0.30527281761169434,0.466
0.3058483600616455,0.468
0.3064107894897461,0.47
0.3069579601287842,0.472
0.30999183654785156,0.474
0.31020045280456543,0.476
0.3105933666229248,0.478
0.31075549125671387,0.48
0.31142449378967285,0.482
0.3129899501800537,0.484
0.3139481544494629,0.486
0.31410813331604004,0.488
0.3158457279205322,0.49
0.3169848918914795,0.492
0.3169870376586914,0.494
0.3242776393890381,0.496
0.3245737552642822,0.498
0.3260958194732666,0.5
0.3261592388153076,0.502
0.3262796401977539,0.504
0.330047607421875,0.506
0.33020710945129395,0.508
0.3302326202392578,0.51
0.33172154426574707,0.512
0.33386898040771484,0.514
0.3339700698852539,0.516
0.33444952964782715,0.518
0.33584094047546387,0.52
0.33654212951660156,0.522
0.33673810958862305,0.524
0.33693933486938477,0.526
0.3370051383972168,0.528
0.337160587310791,0.53
0.3379552364349365,0.532
0.33837175369262695,0.534
0.3387157917022705,0.536
0.3395369052886963,0.538
0.3398864269256592,0.54
0.34104156494140625,0.542
0.3437774181365967,0.544
0.343982458114624,0.546
0.34471917152404785,0.548
0.3460097312927246,0.55
0.3473215103149414,0.552
0.3492555618286133,0.554
0.350142240524292,0.556
0.350388765335083,0.558
0.35115694999694824,0.56
0.35206127166748047,0.562
0.35213160514831543,0.564
0.3523845672607422,0.566
0.35265016555786133,0.568
0.35311174392700195,0.57
0.35361289978027344,0.572
0.35371828079223633,0.574
0.35427165031433105,0.576
0.35436010360717773,0.578
0.3591344356536865,0.58
0.36165285110473633,0.582
0.3621077537536621,0.584
0.3621079921722412,0.586
0.3644835948944092,0.588
0.3648645877838135,0.59
0.3650534152984619,0.592
0.3655829429626465,0.594
0.3657956123352051,0.596
0.3662703037261963,0.598
0.3662886619567871,0.6
0.36667418479919434,0.602
0.36710047721862793,0.604
0.3707747459411621,0.606
0.37129664421081543,0.608
0.3717012405395508,0.61
0.37212347984313965,0.612
0.3731074333190918,0.614
0.375560998916626,0.616
0.3767712116241455,0.618
0.3781766891479492,0.62
0.3847484588623047,0.622
0.3849372863769531,0.624
0.3850729465484619,0.626
0.387068510055542,0.628
0.3912320137023926,0.63
0.39852118492126465,0.632
0.4035642147064209,0.634
0.4175686836242676,0.636
0.4305710792541504,0.638
0.43110108375549316,0.64
0.4316256046295166,0.642
0.4320650100708008,0.644
0.4339878559112549,0.646
0.43585205078125,0.648
0.4377579689025879,0.65
0.43836092948913574,0.652
0.43927645683288574,0.654
0.43939876556396484,0.656
0.4398772716522217,0.658
0.4404258728027344,0.66
0.44047021865844727,0.662
0.44062185287475586,0.664
0.4410090446472168,0.666
0.44208645820617676,0.668
0.44486069679260254,0.67
0.44500088691711426,0.672
0.44552135467529297,0.674
0.445911169052124,0.676
0.4474177360534668,0.678
0.45033860206604004,0.68
0.4507894515991211,0.682
0.45112085342407227,0.684
0.4515388011932373,0.686
0.4570467472076416,0.688
0.45798230171203613,0.69
0.4610157012939453,0.692
0.46407604217529297,0.694
0.46689486503601074,0.696
0.46799373626708984,0.698
0.4778134822845459,0.7
0.49248838424682617,0.702
0.4960966110229492,0.704
0.4980764389038086,0.706
0.49881458282470703,0.708
0.498981237411499,0.71
0.49933338165283203,0.712
0.49934935569763184,0.714
0.4998133182525635,0.716
0.5000724792480469,0.718
0.5008938312530518,0.72
0.5083498954772949,0.722
0.5105593204498291,0.724
0.5131726264953613,0.726
0.5152103900909424,0.728
0.5176780223846436,0.73
0.5252752304077148,0.732
0.5446977615356445,0.734
0.5522184371948242,0.736
0.553891658782959,0.738
0.554431676864624,0.74
0.5573470592498779,0.742
0.5591909885406494,0.744
0.5629990100860596,0.746
0.5666871070861816,0.748
0.566779375076294,0.75
0.5698187351226807,0.752
0.5790865421295166,0.754
0.5818889141082764,0.756
0.582756757736206,0.758
0.5832715034484863,0.76
0.592127799987793,0.762
0.5933530330657959,0.764
0.5937321186065674,0.766
0.5939104557037354,0.768
0.5949220657348633,0.77
0.5951814651489258,0.772
0.5970287322998047,0.774
0.5982546806335449,0.776
0.5995631217956543,0.778
0.6009089946746826,0.78
0.6027576923370361,0.782
0.6082241535186768,0.784
0.6087172031402588,0.786
0.613823413848877,0.788
0.6139938831329346,0.79
0.6163508892059326,0.792
0.6202747821807861,0.794
0.6217288970947266,0.796
0.6348686218261719,0.798
0.6356778144836426,0.8
0.6387300491333008,0.802
0.6395964622497559,0.804
0.6492652893066406,0.806
0.6507596969604492,0.808
0.6516449451446533,0.81
0.6534819602966309,0.812
0.6534943580627441,0.814
0.6549203395843506,0.816
0.659400224685669,0.818
0.6625893115997314,0.82
0.6665244102478027,0.822
0.6673667430877686,0.824
0.6718602180480957,0.826
0.6722850799560547,0.828
0.6773755550384521,0.83
0.6776928901672363,0.832
0.6853728294372559,0.834
0.6855168342590332,0.836
0.6966044902801514,0.838
0.6977369785308838,0.84
0.7027580738067627,0.842
0.7049603462219238,0.844
0.7060134410858154,0.846
0.7064352035522461,0.848
0.7073259353637695,0.85
0.708350658416748,0.852
0.713050365447998,0.854
0.7162792682647705,0.856
0.7262568473815918,0.858
0.7305595874786377,0.86
0.7329556941986084,0.862
0.7372961044311523,0.864
0.867213249206543,0.866
2.16119384765625,0.868
2.1870546340942383,0.87
2.1895177364349365,0.872
2.190591335296631,0.874
2.1980886459350586,0.876
2.2023582458496094,0.878
2.203296422958374,0.88
2.2039237022399902,0.882
2.2047688961029053,0.884
2.2055509090423584,0.886
2.2102129459381104,0.888
2.2110369205474854,0.89
2.2142319679260254,0.892
2.21710205078125,0.894
2.219547748565674,0.896
2.2197861671447754,0.898
2.222459554672241,0.9
2.2227694988250732,0.902
2.226334810256958,0.904
2.226810932159424,0.906
2.227086067199707,0.908
2.2293589115142822,0.91
2.230665683746338,0.912
2.2309515476226807,0.914
2.2326929569244385,0.916
2.2351794242858887,0.918
2.235776424407959,0.92
2.2380733489990234,0.922
2.2462737560272217,0.924
2.2796831130981445,0.926
2.2958805561065674,0.928
2.3131980895996094,0.93
2.419478416442871,0.932
2.4374775886535645,0.934
2.438289165496826,0.936
2.4394803047180176,0.938
2.4427006244659424,0.94
2.443779230117798,0.942
2.4503517150878906,0.944
2.4504709243774414,0.946
2.4517135620117188,0.948
2.456879138946533,0.95
2.4659135341644287,0.952
2.4742844104766846,0.954
2.481342315673828,0.956
2.4867618083953857,0.958
2.5023109912872314,0.96
2.5068142414093018,0.962
2.670595407485962,0.964
2.684302806854248,0.966
2.6870627403259277,0.968
2.6879172325134277,0.97
2.6900882720947266,0.972
2.690936803817749,0.974
2.6951498985290527,0.976
2.696709632873535,0.978
2.7002182006835938,0.98
2.70784592628479,0.982
2.7079405784606934,0.984
2.7232401371002197,0.986
2.727174758911133,0.988
2.730778932571411,0.99
2.7427337169647217,0.992
2.7432475090026855,0.994
2.770343065261841,0.996
3.0041606426239014,0.998
20.82795548439026,1.0
